rank,University,Total Students,student staff ratio,pc of int'l students,female:male ratio
450,William & Mary,8089,10.9,0.08,1.2727272727272727
450,York University,44036,29.1,0.28,1.2222222222222223
550,Aberystwyth University,6182,16.2,0.24,1.0833333333333333
550,An-Najah National University,23922,23.9,0.1,1.8571428571428572
550,University of L’Aquila,18491,40.2,0.04,1.2727272727272727
550,Bauman Moscow State Technical University,16925,6.8,0.15,0.6666666666666666
550,Birmingham City University,22934,16.6,0.26,1.631578947368421
550,University of Bradford,8400,19.2,0.3,1.3255813953488371
550,Bucharest University of Economic Studies,22723,16.2,0.04,1.8571428571428572
550,Centrale Nantes,1730,15.7,0.43,0.3157894736842105
550,Changsha University of Science and Technology,33342,15.3,0.01,0.5873015873015873
550,Charles University in Prague,49787,13.2,0.22,1.631578947368421
550,University of Cote d’Azur,31723,20.2,0.2,1.2727272727272727
550,Damietta University,30084,24.7,0.01,2.4482758620689653
550,Durban University of Technology,27063,36.5,0.01,1.173913043478261
550,Eastern Mediterranean University,14375,27.0,0.76,0.7543859649122807
550,Ecole des Mines de Saint-Etienne,1115,9.9,0.25,0.3888888888888889
550,Federal University of Toulouse Midi-Pyrenees,108889,19.8,0.14,1.2222222222222223
550,Florida International University,35590,23.3,0.09,1.3255813953488371
550,University of Fribourg,6880,15.6,0.14,1.7777777777777777
550,"Goldsmiths, University of London",9216,14.9,0.39,1.9411764705882353
550,Government College University Faisalabad,21219,27.3,0.0,0.8518518518518519
550,University of Greenwich,15045,20.2,0.44,1.3255813953488371
550,University of Guelph,22763,27.4,0.1,1.4390243902439024
550,Gwangju Institute of Science and Technology,1808,10.0,0.08,0.3333333333333333
550,Harokopio University,3125,46.6,0.03,1.127659574468085
550,Heriot-Watt University,9733,17.8,0.37,0.6666666666666666
550,Hokkaido University,18263,8.4,0.11,0.42857142857142855
550,Hong Kong Baptist University,8358,12.4,0.62,2.0303030303030303
550,University of Hull,12567,17.2,0.19,1.2222222222222223
550,University of Iceland,10642,17.9,0.1,2.125
550,Indian Institute of Technology Ropar,2339,13.6,0.0,0.20481927710843373
550,University of Insubria,9789,27.0,0.06,1.2222222222222223
550,"International Institute of Information Technology, Hyderabad",1862,18.1,0.07,0.25
550,Iran University of Science and Technology,15436,33.9,0.01,0.5151515151515151
550,"Islamic Azad University, Najafabad Branch",21971,17.7,0.0,0.8867924528301887
550,Jacobs University,1556,21.6,0.84,0.7543859649122807
550,Jamia Millia Islamia,10481,11.2,0.02,0.9607843137254902
550,Jimma University,30473,16.3,0.0,0.42857142857142855
550,Johannes Kepler University of Linz,7133,22.5,0.13,1.0
550,Jordan University of Science and Technology,25905,14.9,0.13,1.3255813953488371
550,Kafrelsheikh University,62533,26.1,0.02,0.9230769230769231
550,Kashan University of Medical Sciences and Health Services,3419,12.8,0.02,0.6129032258064516
550,Keele University,9172,15.3,0.16,1.4390243902439024
550,University of Kentucky,27216,11.2,0.04,1.3255813953488371
550,Kermanshah University of Medical Sciences,5759,9.6,0.12,1.127659574468085
550,University of Kragujevac,16679,15.8,0.01,1.3255813953488371
550,Kyushu University,18568,7.8,0.14,0.4084507042253521
550,Lebanese American University,7057,10.1,0.19,1.0833333333333333
550,University of Lille,75291,29.6,0.14,1.5
550,University of Lisbon,48404,18.1,0.18,1.127659574468085
550,University of Management and Technology,22520,22.2,0.02,0.8181818181818182
550,University of Messina,15290,24.2,0.03,1.7027027027027026
550,Middle East Technical University,17151,22.5,0.1,0.9230769230769231
550,Missouri University of Science and Technology,7617,22.3,0.09,0.2987012987012987
550,University of Mons,7450,26.9,0.17,1.3255813953488371
550,National Tsing Hua University,13711,16.3,0.11,0.6949152542372882
550,National Yang Ming Chiao Tung University,16425,14.2,0.11,0.5625
550,University of Neuchatel,4148,11.1,0.21,1.564102564102564
550,University of Nicosia,4696,11.3,0.54,1.127659574468085
550,Northumbria University,22498,16.3,0.22,1.173913043478261
550,Northwestern Polytechnical University,34095,13.9,0.04,0.3888888888888889
550,Nottingham Trent University,29925,15.3,0.21,1.3255813953488371
550,Open University of Catalonia,32319,100.5,0.06,1.3255813953488371
550,University of Peradeniya,16123,10.7,0.01,1.4390243902439024
550,Universitat Ramon Llull,14900,22.2,0.19,1.0833333333333333
550,Saint-Petersburg Mining University,7944,13.0,0.12,0.7241379310344828
550,University of Salerno,26289,27.4,0.03,1.173913043478261
550,University of Saskatchewan,17741,17.6,0.22,1.2222222222222223
550,University of Sassari,15065,37.9,0.02,1.631578947368421
550,Saveetha Institute of Medical and Technical Sciences,12394,7.4,0.01,0.6129032258064516
550,Sciences Po,12872,45.2,0.37,1.564102564102564
550,Shiraz University of Technology,1437,13.8,0.0,0.5873015873015873
550,SOAS University of London,4656,12.8,0.53,2.0303030303030303
550,University of South Carolina-Columbia,33025,15.6,0.05,1.2222222222222223
550,Southwestern University of Finance and Economics,23330,16.4,0.02,1.8571428571428572
550,University of Stavanger,11089,11.4,0.11,1.380952380952381
550,Stevens Institute of Technology,6624,18.6,0.35000000000000003,0.4084507042253521
550,SUNY University at Albany,16090,17.2,0.08,1.2222222222222223
550,University of Tabuk,29471,14.4,0.02,1.3255813953488371
550,Technion Israel Institute of Technology,15147,21.0,0.12,0.639344262295082
550,Tokyo Medical and Dental University,3010,4.4,0.11,1.0
550,University of Trieste,16677,24.9,0.07,1.3255813953488371
550,University of Tsukuba,15725,12.7,0.16,0.6129032258064516
550,TU Dortmund University,25046,74.8,0.1,0.8867924528301887
550,University of Tuscia,6272,20.0,0.04,1.173913043478261
550,University of Udine,12326,18.5,0.05,1.173913043478261
550,UiT The Arctic University of Norway,14377,10.1,0.1,1.380952380952381
550,University of Valencia,50575,14.3,0.14,1.380952380952381
550,University of Vic – Central University of Catalonia,6472,14.0,0.2,1.5
550,Victoria University,16106,45.2,0.25,1.2222222222222223
550,Virginia Commonwealth University,26472,10.7,0.04,1.7027027027027026
550,Wayne State University,22941,11.9,0.05,1.4390243902439024
550,The University of the West Indies,24811,17.0,0.01,2.4482758620689653
550,Xi’an Jiaotong University,44942,14.1,0.06,0.5384615384615384
550,University of Zambia,16903,21.2,0.01,0.5384615384615384
550,Zayed University,8593,14.1,0.02,7.333333333333333
700,Abdul Wali Khan University Mardan,10314,20.9,0.0,0.47058823529411764
700,Addis Ababa University,46881,14.8,0.0,0.4084507042253521
700,Ahvaz Jundishapur University of Medical Sciences,8601,11.6,0.02,1.5
700,Ajou University,7574,14.2,0.17,0.7241379310344828
700,Amedeo Avogadro University of Eastern Piedmont,14292,37.1,0.07,1.564102564102564
700,American University,12495,11.6,0.11,1.7027027027027026
700,American University of Sharjah,4468,11.9,0.76,1.127659574468085
700,Amirkabir University of Technology,10673,21.2,0.02,0.5384615384615384
700,University of Antofagasta,8083,20.4,0.02,1.2727272727272727
700,University of Arkansas,25207,19.4,0.04,1.173913043478261
700,Auburn University,27512,18.2,0.1,1.0
700,Azarbaijan Shahid Madani University,7350,26.2,0.0,1.564102564102564
700,University of Babylon,26449,12.7,0.0,1.173913043478261
700,Bahce<U+015F>ehir University,17813,47.2,0.18,0.9607843137254902
700,Bahria University,19573,22.2,0.01,0.7857142857142857
700,Banaras Hindu University,13900,8.7,0.03,0.6129032258064516
700,University of Bari Aldo Moro,29905,21.6,0.02,1.631578947368421
700,Bar-Ilan University,17255,17.3,0.04,1.564102564102564
700,Baylor University,19700,17.7,0.07,1.2222222222222223
700,Beirut Arab University,5698,12.0,0.18,0.8181818181818182
700,Ben-Gurion University of the Negev,16468,20.4,0.02,1.0833333333333333
700,Benha University,110645,32.5,0.03,0.7241379310344828
700,Universite Bourgogne Franche-Comte,67049,37.3,0.11,1.2727272727272727
700,Ca’ Foscari University of Venice,18231,38.3,0.1,1.7777777777777777
700,University of Camerino,8129,27.9,0.1,0.8518518518518519
700,University of Canterbury,15245,18.4,0.22,1.0408163265306123
700,Capital Medical University,15254,4.9,0.05,1.631578947368421
700,Carleton University,28760,29.7,0.22,0.9607843137254902
700,University of Central Florida,62248,36.1,0.05,1.2727272727272727
700,Central Queensland University,15453,20.7,0.26,1.380952380952381
700,Clark University,3273,11.6,0.25,1.4390243902439024
700,University of Coimbra,21429,18.0,0.19,1.380952380952381
700,University of Colombo,31792,31.9,0.0,1.380952380952381
700,COMSATS University Islamabad,33465,14.8,0.02,0.7241379310344828
700,Concordia University,35592,33.5,0.34,1.0
700,University of Cordoba,16847,13.5,0.1,1.2727272727272727
700,University of Costa Rica,31545,13.4,0.02,1.127659574468085
700,Covenant University,8362,15.5,0.01,0.6666666666666666
700,Cyprus University of Technology,3280,16.9,0.14,1.2727272727272727
700,Delhi Technological University,11196,22.3,0.03,0.28205128205128205
700,De Montfort University,24491,20.2,0.38,1.173913043478261
700,University of Derby,15525,14.7,0.18,1.4390243902439024
700,University of Desarrollo,15933,15.9,0.03,1.2727272727272727
700,University of Dhaka,211424,16.1,0.03,0.9230769230769231
700,Dow University of Health Sciences,7249,6.8,0.03,3.1666666666666665
700,University of Eastern Finland,11898,18.2,0.05,1.9411764705882353
700,Universidade Eduardo Mondlane,45256,26.1,0.0,0.639344262295082
700,"University of Engineering and Technology, Taxila",5290,19.3,0.02,0.21951219512195122
700,ENSTA Bretagne,830,8.1,0.05,0.3157894736842105
700,Eotvos Lorand University,30190,17.5,0.09,1.631578947368421
700,Fayoum University,44786,16.8,0.0,1.631578947368421
700,Universidade Federal do Rio Grande do Sul,39169,14.1,0.01,1.0833333333333333
700,Universidade Federal de Sao Paulo,18877,10.3,0.01,1.4390243902439024
700,Federation University Australia,11684,22.2,0.52,1.2222222222222223
700,Financial University under the Government of the Russian Federation,16139,12.9,0.07,1.0408163265306123
700,Gabriele d‘Annunzio University,23416,32.4,0.02,1.7777777777777777
700,University of Georgia,37465,13.2,0.07,1.380952380952381
700,Glasgow Caledonian University,14271,23.6,0.19,1.3255813953488371
700,University of Granada,54619,14.5,0.1,1.5
700,Graphic Era University,7823,14.3,0.01,0.7241379310344828
700,University of Graz,12531,12.4,0.17,1.9411764705882353
700,Graz University of Technology,6353,8.6,0.23,0.3333333333333333
700,Guangzhou University,36701,19.4,0.0,1.7777777777777777
700,Guangzhou Medical University,12891,1.7,0.02,1.2727272727272727
700,Hacettepe University,38444,20.1,0.03,1.2727272727272727
700,University of Haifa,17353,17.7,0.03,1.9411764705882353
700,Hamburg University of Technology,4668,28.9,0.23,0.3888888888888889
700,Hazara University Mansehra,12145,26.5,0.0,0.35135135135135137
700,University of Hertfordshire,18781,15.5,0.38,1.173913043478261
700,University of Houston,46958,27.0,0.07,1.0833333333333333
700,University of Huddersfield,14411,19.8,0.26,1.380952380952381
700,Icesi University,6279,8.0,0.02,1.127659574468085
700,Ilam University of Medical Sciences,2687,13.0,0.04,1.127659574468085
700,Imam Abdulrahman Bin Faisal University,22059,8.7,0.04,9.0
700,Indian Institute of Technology Indore,2001,11.7,0.0,0.28205128205128205
700,Indraprastha Institute of Information Technology Delhi,2399,23.1,0.02,0.2987012987012987
700,"International Islamic University, Islamabad",25221,25.1,0.07,1.127659574468085
700,Iran University of Medical Sciences,8840,8.3,0.05,1.3255813953488371
700,Istanbul Technical University,18562,24.2,0.15,0.5873015873015873
700,Jagiellonian University,34725,9.6,0.11,2.0303030303030303
700,Jamia Hamdard University,9636,20.0,0.03,0.8181818181818182
700,Jawaharlal Nehru University,8840,14.2,0.02,0.8518518518518519
700,Jiangsu University,35687,9.5,0.06,0.7241379310344828
700,Jinan University,41858,16.6,0.27,1.2727272727272727
700,University of Johannesburg,29167,25.1,0.15,1.2222222222222223
700,Jonkoping University,6762,13.0,0.14,1.5
700,The University of Jordan,30380,13.4,0.13,1.9411764705882353
700,Jouf University,19826,9.8,0.03,1.5
700,University of Kaiserslautern,8572,28.8,0.22,0.5384615384615384
700,Kalasalingam Academy of Research and Education,7365,8.8,0.03,1.2222222222222223
700,Kansai Medical University,1086,1.3,0.02,1.0833333333333333
700,University of Kashan,8190,27.2,0.03,1.173913043478261
700,Universiti Kebangsaan Malaysia,16873,10.1,0.14,1.380952380952381
700,KIIT University,24796,12.3,0.09,0.9607843137254902
700,King Saud bin Abdulaziz University for Health Sciences,7870,11.3,0.01,1.0
700,Konkuk University,13375,26.2,0.14,0.9607843137254902
700,Kore University of Enna,5053,14.5,0.01,2.125
700,University of Kurdistan,12924,34.6,0.05,1.127659574468085
700,Lahore University of Management Sciences,4499,13.8,0.01,0.7241379310344828
700,Lehigh University,6459,11.1,0.18,0.8518518518518519
700,University of Limerick,14733,25.1,0.2,1.0
700,London South Bank University,13051,16.9,0.35000000000000003,1.2727272727272727
700,University of Lorraine,61210,20.2,0.17,1.127659574468085
700,Louisiana State University,29191,18.2,0.05,1.173913043478261
700,Lviv Polytechnic National University,21367,10.5,0.01,0.7241379310344828
700,Maharishi Markandeshwar University,9053,13.3,0.1,0.7543859649122807
700,Majmaah University,20844,14.2,0.02,0.8518518518518519
700,University of Malakand,7757,27.1,0.01,0.4084507042253521
700,Manchester Metropolitan University,29197,15.9,0.19,1.380952380952381
700,Mansoura University,161977,47.5,0.03,1.0833333333333333
700,Marche Polytechnic University,10544,22.4,0.05,0.8518518518518519
700,"University of Maryland, Baltimore County",11456,16.8,0.08,0.8518518518518519
700,Mashhad University of Medical Sciences,9148,9.7,0.04,1.380952380952381
700,Massey University,17534,16.1,0.29,1.7777777777777777
700,Medical University of Lodz,10294,8.6,0.1,2.3333333333333335
700,Memorial University of Newfoundland,16098,14.9,0.21,1.2727272727272727
700,Minia University,75566,17.9,0.01,1.173913043478261
700,Mizzou - University of Missouri,25113,11.8,0.04,1.2222222222222223
700,University of Mohaghegh Ardabili,11435,28.7,0.0,1.2727272727272727
700,University of Nairobi,52678,34.5,0.02,0.3157894736842105
700,University of Namibia,29369,21.8,0.03,1.7777777777777777
700,Nantes Universite,36281,24.0,0.11,1.2222222222222223
700,National Cheng Kung University,20080,15.1,0.12,0.5873015873015873
700,National University of Science and Technology,7300,11.1,0.26,0.6666666666666666
700,National Taiwan University of Science and Technology,8906,17.9,0.18,0.42857142857142855
700,National Institute of Technology Silchar,3900,13.9,0.03,0.26582278481012656
700,National Yunlin University of Science and Technology,9135,21.8,0.06,0.7543859649122807
700,Near East University,20103,24.5,0.8300000000000001,0.7543859649122807
700,"University of Nevada, Las Vegas",26730,23.2,0.04,1.3255813953488371
700,University of New Brunswick UNB,8661,14.7,0.15,1.0408163265306123
700,New Jersey Institute of Technology,9757,14.6,0.24,0.3698630136986301
700,University of North Carolina at Charlotte,27579,20.5,0.05,0.9607843137254902
700,North South University,24760,30.9,0.0,0.7241379310344828
700,North-West University,40095,24.3,0.03,1.564102564102564
700,Norwegian University of Life Sciences,6786,7.6,0.12,1.3255813953488371
700,NOVA University of Lisbon,20996,17.8,0.23,1.0408163265306123
700,"University of Occupational and Environmental Health, Japan",1157,2.5,0.02,1.0833333333333333
700,Oklahoma State University,21250,14.0,0.06,1.0408163265306123
700,Ontario Tech University,8969,28.6,0.08,0.7857142857142857
700,The Open University,68390,31.6,0.08,1.8571428571428572
700,Oxford Brookes University,13574,14.2,0.25,1.4390243902439024
700,University of Parma,28210,32.1,0.06,1.380952380952381
700,Universidad Peruana Cayetano Heredia,6028,6.7,0.0,2.0303030303030303
700,University of Perugia,24943,25.1,0.06,1.380952380952381
700,Plekhanov Russian University of Economics,13994,8.7,0.13,1.7777777777777777
700,Polytechnic University of Bari,9998,43.1,0.01,0.42857142857142855
700,Polytechnic University of Turin,29428,30.4,0.14,0.42857142857142855
700,Prince Sattam Bin Abdulaziz University,27117,12.2,0.02,1.380952380952381
700,Universiti Putra Malaysia,18365,11.1,0.26,1.4390243902439024
700,Qingdao University,42667,15.2,0.02,1.7777777777777777
700,Universite du Quebec,50418,17.9,0.12,1.3255813953488371
700,University of Regina,14172,24.7,0.27,1.4390243902439024
700,Rensselaer Polytechnic Institute,7475,14.7,0.21,0.47058823529411764
700,Riga Stradi<U+0146><U+0161> University,8512,19.5,0.28,2.8461538461538463
700,Riphah International University,23590,21.5,0.0,1.0
700,Rovira i Virgili University,12975,12.6,0.13,1.5
700,RUDN University,21820,14.0,0.32,1.380952380952381
700,Universiti Sains Malaysia,23492,11.6,0.17,1.7777777777777777
700,San Diego State University,31340,27.5,0.07,1.2727272727272727
700,University of Sannio,2944,15.4,0.02,1.0408163265306123
700,University of Santiago de Compostela,24713,14.5,0.09,1.631578947368421
700,Savitribai Phule Pune University,5163,12.1,0.06,0.7543859649122807
700,University of Campania Luigi Vanvitelli,33663,35.1,0.02,0.5873015873015873
700,Shanghai University,37499,13.1,0.07,1.0
700,"Soochow University, China",47989,15.5,0.05,1.173913043478261
700,Southern Cross University,10866,36.1,0.28,1.7777777777777777
700,University of Strasbourg,51028,19.8,0.21,1.4390243902439024
700,Sultan Qaboos University,7436,8.6,0.04,1.0
700,University of the Sunshine Coast,11118,29.6,0.16,2.225806451612903
700,SUNY Binghamton University,18852,22.0,0.11,1.0
700,University of Tabriz,20983,27.2,0.06,0.9607843137254902
700,Tabriz University of Medical Sciences,8524,9.9,0.02,1.173913043478261
700,Taif University,39622,19.6,0.02,1.2727272727272727
700,Tallinn University of Technology,8739,12.6,0.17,0.6666666666666666
700,University of Tehran,45295,21.5,0.02,0.8181818181818182
700,Tehran University of Medical Sciences,11605,6.4,0.11,1.3255813953488371
700,Universiti Teknologi Malaysia,19974,13.5,0.2,0.8867924528301887
700,University of Texas at Arlington,33537,29.5,0.13,1.5
700,The University of Texas at San Antonio,27187,24.7,0.03,1.0408163265306123
700,Thapar Institute of Engineering and Technology,9375,16.9,0.01,0.3888888888888889
700,University of Toledo,17871,16.1,0.1,1.0833333333333333
700,TU Braunschweig,19676,9.8,0.17,0.6666666666666666
700,University of Ulsan,12415,11.0,0.04,0.9230769230769231
700,Ulster University,17683,18.8,0.09,1.3255813953488371
700,Umm Al-Qura University,30207,8.3,0.11,0.5151515151515151
700,Paris Lodron Universitat Salzburg,7169,11.9,0.34,1.9411764705882353
700,Wenzhou University,21827,18.2,0.03,1.380952380952381
700,University of the Western Cape,23510,33.8,0.06,1.564102564102564
700,University of the West of Scotland,12122,22.1,0.2,1.7027027027027026
700,University of Wolverhampton,14898,17.3,0.24,1.631578947368421
700,University of Wuppertal,15668,39.6,0.1,1.127659574468085
700,Xi’an Jiaotong-Liverpool University,15767,19.9,0.05,1.0833333333333333
700,Yokohama City University,5073,6.0,0.02,1.2727272727272727
700,Zhengzhou University,70824,17.5,0.03,0.9607843137254902
900,University of the Aegean,22148,68.4,0.01,1.2222222222222223
900,"University of Agriculture, Faisalabad",27826,42.4,0.0,0.8181818181818182
900,The University of Aizu,1217,12.1,0.09,0.12359550561797752
900,The University of Alabama,35457,20.9,0.04,1.2727272727272727
900,Al-Azhar University,425977,38.4,0.06,0.6129032258064516
900,Al-Balqa Applied University,28178,27.7,0.02,1.4390243902439024
900,University of Alcala,15941,10.2,0.24,1.5
900,Alexandria University,202206,28.2,0.04,1.0833333333333333
900,Aligarh Muslim University,20428,12.1,0.02,0.6666666666666666
900,American University in Cairo,5921,13.7,0.05,1.2727272727272727
900,Anna University,15149,15.9,0.01,0.7543859649122807
900,University of Applied Sciences and Arts of Western Switzerland,17491,6.5,0.3,1.127659574468085
900,Aristotle University of Thessaloniki,49840,19.7,0.05,1.380952380952381
900,Athens University of Economics and Business,9682,51.0,0.06,0.8181818181818182
900,Universidad Autonoma de Chile,27474,22.9,0.01,1.7027027027027026
900,University of Aveiro,12566,15.1,0.1,1.173913043478261
900,University of the Balearic Islands,11493,11.8,0.08,1.5
900,University of the Basque Country,43018,15.4,0.06,1.2222222222222223
900,University of Bedfordshire,13173,29.7,0.59,1.4390243902439024
900,University of Beira Interior,7861,17.0,0.22,1.127659574468085
900,University of Belgrade,93251,18.9,0.05,1.631578947368421
900,Beni-Suef University,82124,28.3,0.01,1.0
900,University of Bergamo,22115,60.9,0.07,1.631578947368421
900,Bharathiar University,4097,18.8,0.0,1.7027027027027026
900,Bilkent University,9682,14.2,0.08,0.8518518518518519
900,"Birla Institute of Technology and Science, Pilani",15651,18.1,0.02,0.2345679012345679
900,Bo<U+011F>azici University,12614,22.3,0.03,0.8181818181818182
900,University of Brighton,15016,16.8,0.22,1.5
900,Cairo University,224216,36.8,0.04,1.173913043478261
900,University of Calabria,19788,23.2,0.03,1.3255813953488371
900,Chapman University,9332,12.8,0.08,1.564102564102564
900,Institute of Chemical Technology,2550,17.2,0.0,0.42857142857142855
900,Chengdu University,22762,16.3,0.02,1.4390243902439024
900,Chulalongkorn University,34095,11.5,0.03,1.380952380952381
900,Clemson University,23491,15.5,0.06,0.9607843137254902
900,University of Clermont Auvergne,36630,20.9,0.15,1.3255813953488371
900,Coventry University,32819,16.1,0.47000000000000003,0.9230769230769231
900,CY Cergy Paris University,14999,19.6,0.23,1.0833333333333333
900,University of Dayton,11183,16.5,0.11,0.9230769230769231
900,University of Deusto,9518,20.1,0.11,1.380952380952381
900,Diego Portales University,17613,16.0,0.02,1.0
900,Donghua University,22434,14.4,0.06,0.8181818181818182
900,Duzce University,21552,35.5,0.08,0.7857142857142857
900,Edge Hill University,10990,15.3,0.07,2.225806451612903
900,"University of Engineering and Technology, Peshawar",8680,20.7,0.01,0.06382978723404255
900,Federal University of Minas Gerais,40998,12.9,0.01,1.127659574468085
900,Universidade Federal de Sergipe,26327,15.8,0.0,1.0408163265306123
900,Firat University,39961,20.6,0.05,0.5873015873015873
900,Florida Agricultural and Mechanical University,9342,16.8,0.01,1.9411764705882353
900,Florida Atlantic University,24191,18.7,0.1,1.7777777777777777
900,University of Foggia,11292,31.8,0.01,1.7027027027027026
900,University of the Free State,33826,36.8,0.02,1.7027027027027026
900,Fujita Health University,3082,3.8,0.01,1.3255813953488371
900,Fuzhou University,39987,16.8,0.01,0.639344262295082
900,University of Girona,14011,21.1,0.15,1.3255813953488371
900,Guangdong University of Technology,46040,18.1,0.0,0.4084507042253521
900,Hiroshima University,14612,8.1,0.09,0.5873015873015873
900,Indian Institute of Technology Patna,2203,17.9,0.0,0.21951219512195122
900,Indian Institute of Technology Gandhinagar,1782,15.1,0.01,0.35135135135135137
900,Universitat Internacional de Catalunya,5172,14.0,0.34,1.7027027027027026
900,University of Ioannina,32168,39.6,0.03,2.225806451612903
900,ISCTE-University Institute of Lisbon,9374,24.9,0.17,1.0833333333333333
900,The Islamia University of Bahawalpur,35698,28.5,0.0,0.8518518518518519
900,Istanbul Medeniyet University,10536,13.4,0.03,1.0833333333333333
900,ITMO University,10814,15.0,0.22,0.5151515151515151
900,Iuliu Ha<U+0163>ieganu University of Medicine and Pharmacy Cluj-Napoca,8017,7.9,0.33,1.9411764705882353
900,University of Jaen,13767,16.4,0.09,1.3255813953488371
900,Juntendo University,5980,4.6,0.03,1.2222222222222223
900,Kansas State University,19927,13.1,0.07,1.0408163265306123
900,Kazan Federal University,22673,10.4,0.29,1.9411764705882353
900,Keio University,33636,10.1,0.08,0.5873015873015873
900,Kindai University,33234,14.6,0.02,0.47058823529411764
900,King Faisal University,27805,13.1,0.02,2.0303030303030303
900,King Khalid University,39389,8.3,0.07,1.2222222222222223
900,King Mongkut’s University of Technology Thonburi,15116,19.8,0.02,0.8518518518518519
900,Kingston University,14975,19.4,0.43,1.380952380952381
900,KL University,17801,14.5,0.02,0.5625
900,Kobe University,15477,10.3,0.08,0.5625
900,Kuwait University,24680,15.2,0.15,3.1666666666666665
900,Kyungpook National University,18892,20.2,0.13,0.8867924528301887
900,University of Lahore,27149,14.8,0.02,0.5873015873015873
900,Lakehead University,8365,25.8,0.21,1.2222222222222223
900,University of La Laguna,18270,12.8,0.05,1.380952380952381
900,University of Latvia,11877,32.7,0.07,2.125
900,Leeds Beckett University,18944,20.2,0.13,1.173913043478261
900,Lithuanian University of Health Sciences,6167,8.6,0.22,3.0
900,University of Ljubljana,37615,13.1,0.08,1.5
900,University of Lleida,9164,15.4,0.1,1.4390243902439024
900,Lovely Professional University,33469,14.8,0.06,0.3157894736842105
900,Mae Fah Luang University,13802,21.0,0.04,2.7037037037037037
900,Mahidol University,28477,9.0,0.05,1.7777777777777777
900,Makerere University,31233,21.0,0.03,1.0408163265306123
900,Universiti Malaysia Pahang,8140,13.3,0.07,0.9230769230769231
900,University of Malta,9687,10.7,0.13,1.5
900,Manipal Academy of Higher Education,23002,9.0,0.12,0.9607843137254902
900,Marquette University,10540,12.0,0.03,1.3255813953488371
900,Masaryk University,32271,18.9,0.23,1.631578947368421
900,Medical University of Gda<U+0144>sk,6344,5.6,0.16,1.8571428571428572
900,University of Memphis,16520,14.7,0.05,1.5
900,University of Minho,19922,19.6,0.16,1.2222222222222223
900,Mississippi State University,21810,15.2,0.03,1.0833333333333333
900,University of Missouri-St Louis,6365,15.8,0.05,1.380952380952381
900,Montana State University,14094,16.0,0.03,0.8867924528301887
900,Monterrey Institute of Technology,15735,14.3,0.1,0.7543859649122807
900,University of Namur,6753,20.8,0.12,1.3255813953488371
900,Nanjing Normal University,31211,13.0,0.02,2.3333333333333335
900,National Institute of Applied Sciences of Lyon,6382,18.9,0.27,0.5625
900,Ecole Nationale des Travaux Publics de l'Etat,809,15.3,0.13,0.7241379310344828
900,National University of Sciences and Technology,11737,9.4,0.05,0.5151515151515151
900,National Sun Yat-Sen University,8150,12.3,0.08,0.6666666666666666
900,National Technical University of Athens,13732,19.9,0.06,0.4925373134328358
900,National Institute of Technology Hamirpur,3823,20.7,0.0,0.28205128205128205
900,"National Institute of Technology, Tiruchirappalli",7037,18.5,0.02,0.2987012987012987
900,The New School,9692,9.7,0.35000000000000003,2.8461538461538463
900,New Mexico State University,12285,16.0,0.06,1.380952380952381
900,Nippon Medical School,905,0.9,0.0,0.5873015873015873
900,University of North Carolina at Greensboro,18637,19.5,0.03,2.0303030303030303
900,Northeast Normal University,30310,18.7,0.04,2.3333333333333335
900,University of Northern British Columbia,3008,15.6,0.11,1.7027027027027026
900,Northern Illinois University,13768,14.4,0.07,1.127659574468085
900,Ohio University,22682,20.1,0.04,1.3255813953488371
900,Old Dominion University,18368,17.5,0.03,1.2727272727272727
900,Ozyegin University,5958,27.2,0.07,0.7857142857142857
900,Pablo de Olavide University,12849,14.4,0.18,1.4390243902439024
900,University of Palermo,32351,22.4,0.01,1.380952380952381
900,Panjab University,18918,17.6,0.01,0.6949152542372882
900,Pantheon-Sorbonne University – Paris 1,35547,29.0,0.2,1.564102564102564
900,Parthenope University of Naples,11555,33.7,0.02,0.7241379310344828
900,Universiti Pendidikan Sultan Idris,5968,9.9,0.18,1.2222222222222223
900,University of Peshawar,6107,9.0,0.01,0.47058823529411764
900,University of the Philippines,46714,10.6,0.0,1.0833333333333333
900,Universitat Politecnica de Catalunya,22280,9.5,0.14,0.3698630136986301
900,Polytechnic University of Valencia,23406,12.7,0.14,0.6949152542372882
900,Pontifical Catholic University of Rio de Janeiro,13453,18.7,0.03,1.0
900,Pontifical Catholic University of Rio Grande do Sul,14096,21.3,0.01,1.0833333333333333
900,Pontifical Javeriana University,27346,14.2,0.02,1.2222222222222223
900,University of Pretoria,36492,21.7,0.07,1.4390243902439024
900,University of the Punjab,28384,22.4,0.01,1.0833333333333333
900,University of Rennes 1,28275,18.5,0.11,1.0833333333333333
900,University of Rhode Island,15851,14.5,0.03,1.3255813953488371
900,Rhodes University,6872,17.0,0.14,1.7027027027027026
900,University of Roehampton,7782,16.1,0.33,2.225806451612903
900,University of Rome III,33264,47.7,0.05,1.564102564102564
900,Roskilde University,6100,15.8,0.16,1.7777777777777777
900,Saint Petersburg State University,24335,9.1,0.19,1.564102564102564
900,University of Salamanca,27920,16.9,0.18,1.631578947368421
900,University of Salento,13608,22.6,0.01,1.631578947368421
900,University of Salford,18218,18.7,0.2,1.2222222222222223
900,University of Science and Technology Beijing,28432,16.1,0.04,0.5625
